Date,0-0.1,0.1-1,1-10,10-100,"100-1,000","1,000-10,000","10,000-100,000","100,000-1,000,000"
2025-07-02,315208,1070551,2065915,4319298,4789260,4449371,2240112,634214
2025-07-03,315014,1070274,2064855,4319258,4792619,4441866,2246339,634214
2025-07-04,315032,1070221,2065305,4318856,4793581,4441094,2246593,634214
2025-07-05,315083,1070230,2065594,4317539,4793119,4441855,2247762,634214
2025-07-06,315065,1070269,2065298,4317235,4794590,4442599,2246631,634214
2025-07-07,315166,1070232,2065349,4317704,4789153,4447705,2246873,634214
2025-07-08,315160,1070180,2064890,4317078,4796882,4442076,2246337,634214
2025-07-09,315213,1070250,2065070,4316702,4800389,4440587,2244908,634214
2025-07-10,315088,1070110,2063950,4317422,4804293,4449522,2233250,634214
2025-07-11,314854,1069479,2062535,4317979,4805993,4441432,2241844,634214
2025-07-12,314816,1069383,2062704,4316603,4807079,4438507,2245475,634214
2025-07-13,314783,1069283,2062477,4318478,4802541,4440703,2246759,634214
2025-07-14,314693,1068951,2061029,4318937,4813709,4428805,2249348,634214
2025-07-15,314737,1068643,2060806,4306541,4830881,4476528,2189355,642719
2025-07-16,314811,1068636,2061783,4309540,4830658,4484767,2177733,642719
2025-07-17,314902,1068566,2061736,4309541,4851321,4453340,2188914,642719
2025-07-18,315003,1068577,2060618,4308659,4878616,4424481,2192809,642719
2025-07-19,315156,1068680,2060826,4308389,4885142,4417601,2193416,642719
2025-07-20,315217,1068637,2060840,4309235,4884013,4419085,2192640,642719
2025-07-21,315005,1068420,2060836,4309255,4890351,4404482,2201793,642719
2025-07-22,315019,1068609,2060437,4314832,4889803,4390725,2211204,642719
2025-07-23,315071,1068725,2060823,4314285,4887555,4392090,2212502,642719
2025-07-24,315123,1068838,2060372,4314112,4886309,4395531,2211229,642719
2025-07-25,315148,1068845,2060462,4313754,4883505,4407096,2203191,642719
2025-07-26,315243,1069039,2060381,4313293,4883719,4407399,2203402,642719
2025-07-27,315333,1069186,2060416,4313183,4882879,4408277,2203631,642719
2025-07-28,315455,1069149,2060413,4314220,4886424,4414836,2192886,642719
2025-07-29,315428,1069184,2060372,4313868,4897128,4400251,2197486,642719
2025-07-30,315505,1069200,2060724,4313343,4910484,4387283,2197627,642719
2025-07-31,315530,1069230,2060802,4312220,4912806,4380012,2204005,642719
2025-08-01,315589,1069375,2060652,4311948,4914098,4369485,2213936,642719
2025-08-02,315562,1069594,2061047,4311687,4910851,4371560,2215235,642719
2025-08-03,315621,1069524,2061316,4311800,4911124,4371802,2214812,642719
2025-08-04,315739,1069288,2061494,4312808,4908496,4370961,2217784,642719
2025-08-05,315848,1069674,2061454,4314855,4902254,4370706,2222225,642719
2025-08-06,315996,1069010,2061479,4314405,4904182,4371636,2220719,642719
2025-08-07,315955,1069067,2063638,4313658,4903900,4373169,2218563,642719
2025-08-08,316046,1069151,2063339,4314267,4907534,4371750,2216305,642719
2025-08-09,316060,1069216,2063245,4315624,4907882,4368817,2217884,642719
2025-08-10,316065,1069148,2063202,4313816,4906525,4370738,2219661,642719
2025-08-11,316019,1068826,2062506,4312647,4911205,4372434,2215996,642719
2025-08-12,316012,1068931,2062590,4311680,4911700,4373287,2215840,642719
2025-08-13,316048,1068513,2062100,4311059,4911696,4373987,2217126,642719
2025-08-14,316076,1068449,2061817,4307968,4920412,4370181,2216135,642719
2025-08-15,316150,1068675,2061997,4305387,4922511,4380819,2205936,642719
2025-08-16,316152,1068828,2062397,4307543,4925117,4379802,2202091,642719
2025-08-17,316182,1068887,2062394,4307888,4923781,4381260,2193410,651340
2025-08-18,316260,1068565,2062460,4306352,4921663,4386983,2191981,651340
2025-08-19,316263,1068539,2061837,4307073,4929203,4378350,2193438,651340
2025-08-20,316310,1068602,2062412,4305969,4925711,4381737,2194415,651340
2025-08-21,316416,1068607,2062871,4305280,4922643,4386147,2193617,651340
2025-08-22,316533,1068711,2062703,4307562,4915260,4390032,2195274,651340
2025-08-23,316578,1068775,2062951,4307417,4915020,4392662,2193123,651340
2025-08-24,316633,1068985,2063437,4309487,4916579,4399127,2174535,659581
2025-08-25,316805,1069201,2062447,4310103,4913058,4400840,2176784,659581
2025-08-26,317004,1069515,2062509,4311605,4906422,4405123,2177512,659581
2025-08-27,317118,1069778,2062366,4310171,4908960,4394160,2187623,659581
2025-08-28,317100,1069969,2062255,4310686,4909672,4385730,2195239,659581
2025-08-29,317321,1069717,2062541,4310846,4928152,4376974,2185615,659581
2025-08-30,317447,1069362,2062239,4310488,4933145,4372907,2186098,659581
2025-08-31,317575,1069544,2062615,4310774,4933787,4370375,2187434,659581
2025-09-01,317733,1069655,2062425,4311011,4934293,4367207,2190256,659581
2025-09-02,317769,1069707,2062387,4310737,4938554,4353943,2200014,659581
2025-09-03,317344,1068964,2061702,4309231,4938835,4368363,2189077,659581
2025-09-04,317189,1068774,2061470,4306478,4941083,4369124,2189872,659581
2025-09-05,317291,1068866,2061446,4307284,4967014,4348195,2184295,659581
2025-09-06,317195,1068891,2061828,4305813,4966776,4349692,2184636,659581
2025-09-07,317250,1068979,2061764,4304977,4965777,4353299,2183286,659581
2025-09-08,317258,1068672,2061071,4305133,4964941,4353773,2185006,659581
2025-09-09,317266,1068888,2060767,4306680,4964546,4352200,2185998,659581
2025-09-10,317414,1068865,2060573,4303299,4971130,4339980,2195595,659581
2025-09-11,317524,1068764,2060418,4302537,4972095,4352704,2183293,659581
2025-09-12,317591,1068870,2060683,4306972,4973083,4347466,2183101,659581
2025-09-13,317638,1068785,2060435,4307838,4974244,4359552,2169673,659581
2025-09-14,317673,1068992,2060137,4305149,4971021,4366012,2169687,659581
2025-09-15,317721,1068941,2060239,4304476,4973818,4354180,2179766,659581
2025-09-16,317719,1068894,2059021,4301237,4989466,4345856,2177453,659581
2025-09-17,317712,1068949,2059293,4301703,5001280,4344616,2166503,659581
2025-09-18,317317,1068204,2058937,4303095,5006796,4340997,2165194,659581
2025-09-19,316917,1068087,2058997,4304250,5009622,4338093,2165095,659581
2025-09-20,316929,1068313,2058950,4304870,5017007,4330958,2164551,659581
2025-09-21,316937,1068454,2058700,4302768,5015926,4333887,2165396,659581
2025-09-22,316947,1068253,2059318,4302980,5020444,4345083,2149499,659581
2025-09-23,316980,1068295,2059018,4301459,5031897,4329523,2155805,659581
2025-09-24,316980,1068495,2058802,4302140,5035839,4335513,2145681,659581
2025-09-25,316925,1068506,2060441,4306938,5041293,4323582,2146208,659581
2025-09-26,316939,1068285,2059064,4300644,5043610,4326615,2149174,659581
2025-09-27,316969,1068417,2058535,4301752,5044179,4327736,2147211,659581
2025-09-28,317071,1068486,2058371,4301776,5042965,4321124,2155515,659581
2025-09-29,317073,1068409,2058620,4302722,5047857,4326668,2144393,659581
2025-09-30,317002,1068376,2058055,4305682,5045742,4327820,2143559,659581
2025-10-01,317008,1068249,2057829,4305757,5073240,4314293,2130363,659581
2025-10-02,317002,1067986,2057300,4308348,5084878,4294830,2136821,659581
2025-10-03,317107,1067686,2056661,4308221,5099616,4282504,2135738,659581
2025-10-04,316972,1067252,2055979,4307450,5099958,4276236,2144038,659581
2025-10-05,316818,1066864,2055772,4308761,5097597,4275841,2146736,659581
2025-10-06,316752,1066627,2055316,4305636,5112066,4269115,2143290,659581
2025-10-07,316627,1066057,2054434,4305782,5109987,4276101,2140230,659581
2025-10-08,316694,1065888,2054319,4307574,5116542,4270027,2138646,659581
2025-10-09,316741,1065957,2054043,4305046,5137334,4261967,2128990,659581
2025-10-10,316896,1066097,2054458,4303391,5138268,4262331,2129045,659581
2025-10-11,317046,1066151,2054003,4301642,5132403,4270771,2128888,659581
2025-10-12,317164,1066260,2054335,4300971,5130239,4272880,2129535,659581
2025-10-13,317199,1066430,2054350,4300986,5128209,4265854,2138819,659581
2025-10-14,317334,1066412,2055291,4301730,5133320,4260232,2158108,639536
2025-10-15,317494,1066768,2055625,4304250,5136295,4246891,2165571,639536
2025-10-16,317611,1066901,2056293,4303839,5131934,4254978,2161781,639536
2025-10-17,317697,1066742,2055198,4304654,5138144,4249643,2161792,639536
2025-10-18,317869,1066888,2054896,4303503,5135053,4252464,2163684,639536
2025-10-19,317972,1066932,2054876,4303343,5137546,4252140,2162000,639536
2025-10-20,318045,1066954,2055044,4303425,5136503,4257382,2157906,639536
2025-10-21,318191,1066839,2055474,4305047,5137485,4243682,2169025,639536
2025-10-22,318217,1066863,2054936,4304296,5136540,4246844,2168528,639536
2025-10-23,318319,1066730,2054942,4303944,5141420,4240927,2170379,639536
2025-10-24,318335,1066701,2054768,4304379,5144185,4238692,2170120,639536
2025-10-25,318448,1066705,2055130,4303070,5145469,4238134,2170759,639536
2025-10-26,318524,1066577,2055303,4303145,5148594,4234958,2171076,639536
2025-10-27,318548,1066445,2054657,4305346,5158796,4222369,2172478,639536
2025-10-28,318609,1066409,2054758,4305231,5165825,4215311,2172974,639536
2025-10-29,318770,1066427,2054108,4305746,5162421,4220190,2171876,639536
2025-10-30,318865,1066398,2054188,4299504,5168087,4213436,2179545,639536
2025-10-31,318994,1066632,2054093,4299365,5159064,4220057,2182250,639536
2025-11-01,318895,1066626,2054273,4299899,5155630,4219483,2177739,647893
2025-11-02,318984,1066613,2054336,4298507,5156852,4218682,2179063,647893
2025-11-03,318995,1066475,2054571,4295646,5154124,4218478,2185162,647893
2025-11-04,318790,1066062,2054823,4292777,5151422,4231993,2178014,647893
2025-11-05,318839,1065894,2053493,4288877,5155357,4230278,2181565,647893
2025-11-06,318851,1065764,2053298,4291423,5146057,4234169,2185205,647893
2025-11-07,318839,1065857,2052607,4290955,5096029,4253767,2217146,647893
2025-11-08,318890,1065950,2052484,4290233,5101508,4249543,2216982,647893
2025-11-09,318973,1065959,2052707,4291056,5101120,4250771,2215443,647893
2025-11-10,318973,1065915,2052422,4291205,5101560,4250153,2216212,647893
2025-11-11,319055,1065832,2052173,4289876,5099887,4245006,2225092,647893
2025-11-12,319095,1065753,2052584,4290568,5095249,4249739,2224374,647893
2025-11-13,319159,1065774,2051723,4289986,5090907,4250981,2229307,647893
2025-11-14,319163,1065403,2050930,4294251,5090985,4253654,2223901,647893
2025-11-15,319169,1065354,2050328,4291138,5091320,4252265,2219679,657377
2025-11-16,319173,1065053,2049996,4289724,5089838,4255411,2220517,657377
2025-11-17,319159,1064474,2049623,4287491,5089069,4258685,2221615,657377
2025-11-18,318883,1063519,2047558,4283272,5084666,4258110,2225626,666305
2025-11-19,318962,1063439,2046966,4282240,5092561,4257526,2220362,666305
2025-11-20,318988,1063048,2046523,4280303,5101463,4247227,2224919,666305
2025-11-21,318931,1062630,2045111,4278882,5102318,4245056,2229980,666305
2025-11-22,319001,1062876,2044865,4276357,5108303,4238994,2232969,666305
2025-11-23,319067,1063034,2045290,4277827,5110051,4226840,2241690,666305
2025-11-24,319149,1063025,2044979,4278047,5102053,4231184,2245824,666305
2025-11-25,319266,1063271,2045298,4280451,5101770,4228079,2246493,666305
2025-11-26,319305,1063369,2045575,4276168,5142434,4191462,2246800,666305
2025-11-27,319273,1063468,2045748,4272990,5145041,4190796,2248262,666305
2025-11-28,319441,1063720,2047306,4271862,5144033,4183406,2256253,666305
2025-11-29,319503,1063819,2048185,4271274,5144930,4183141,2255626,666305
2025-11-30,319534,1063965,2048343,4271925,5146062,4181786,2255362,666305
2025-12-01,319668,1064129,2047774,4274601,5138754,4184445,2258038,666305
2025-12-02,319704,1064266,2047673,4274441,5144228,4180995,2256515,666305
2025-12-03,319839,1064204,2047549,4275668,5143364,4181602,2255999,666305
2025-12-04,319836,1064281,2046853,4275184,5139360,4207189,2235942,666305
2025-12-05,319928,1064407,2046613,4273862,5140552,4226115,2217539,666305
2025-12-06,320032,1064640,2046769,4272560,5143119,4224065,2218318,666305
2025-12-07,320125,1064588,2046753,4271897,5139829,4227998,2218814,666305
2025-12-08,320170,1064388,2046380,4272388,5136218,4219788,2231164,666305
2025-12-09,320258,1064275,2045189,4272932,5142505,4205344,2240392,666305
2025-12-10,320132,1064144,2044979,4270590,5175722,4189283,2226512,666305
2025-12-11,320262,1064413,2045342,4267064,5174222,4171243,2249311,666305
2025-12-12,320343,1064414,2045035,4265960,5173807,4186435,2236316,666305
2025-12-13,320434,1064420,2045579,4264645,5174794,4184601,2238312,666305
2025-12-14,320527,1064453,2045025,4265166,5170757,4187411,2239842,666305
2025-12-15,320589,1064447,2045034,4267304,5165509,4188504,2242189,666305
2025-12-16,320685,1064455,2044065,4262268,5178147,4179475,2244962,666305
2025-12-17,320771,1064638,2044415,4263208,5163120,4190580,2247742,666305
2025-12-18,320662,1064754,2043574,4263570,5154380,4184917,2263085,666305
2025-12-19,320741,1064742,2043195,4264325,5165697,4192682,2243990,666305
2025-12-20,320794,1064748,2043500,4253438,5172361,4206101,2224927,676284
2025-12-21,320866,1064781,2042900,4253907,5173259,4195462,2235113,676284
2025-12-22,320920,1064680,2043125,4254195,5167933,4199841,2236029,676284
2025-12-23,321019,1064784,2043288,4255614,5171215,4199800,2231448,676284
2025-12-24,321093,1064935,2043878,4255653,5181357,4195563,2225184,676284
2025-12-25,321163,1065227,2044304,4254034,5179976,4198275,2225139,676284
2025-12-26,321310,1065425,2044130,4255190,5181078,4195031,2226421,676284
2025-12-27,321392,1065723,2044282,4255585,5188991,4187218,2225815,676284
2025-12-28,321485,1065812,2045193,4255036,5188793,4187126,2226060,676284
2025-12-29,321548,1065702,2044786,4255870,5188319,4190209,2223535,676284
2025-12-30,321675,1065874,2045111,4255931,5184428,4197935,2210978,684725
2025-12-31,321805,1066564,2045330,4243062,5166884,4240936,2197758,684725
2026-01-01,321875,1066800,2045261,4241710,5188006,4216525,2202635,684725
2026-01-02,321976,1066986,2045211,4242704,5187562,4227179,2191633,684725
2026-01-03,321997,1067112,2045925,4242564,5186667,4228108,2191364,684725
2026-01-04,322045,1067161,2045997,4243498,5186419,4217254,2201807,684725
2026-01-05,322106,1067148,2045428,4242622,5189442,4226112,2191731,684725
2026-01-06,322094,1067083,2045366,4242267,5188010,4218147,2202048,684725
2026-01-07,322106,1067064,2045081,4239017,5226217,4183823,2202140,684725
2026-01-08,322148,1067276,2045094,4238240,5225808,4183292,2204042,684725
2026-01-09,322232,1067057,2043488,4241666,5212916,4194248,2204710,684725
2026-01-10,322221,1067132,2044057,4239006,5198020,4212792,2203608,684725
2026-01-11,322303,1067188,2044609,4236303,5184426,4228251,2204138,684725
2026-01-12,322298,1067133,2044380,4237278,5172734,4240316,2203536,684725
2026-01-13,322224,1067296,2044260,4236933,5160167,4267006,2209959,664960
2026-01-14,322092,1067054,2043980,4235382,5156478,4287917,2195349,664960
2026-01-15,322045,1066720,2043341,4234918,5158567,4287826,2195267,664960
2026-01-16,322134,1066690,2042614,4237476,5163425,4282598,2194129,664960
2026-01-17,322159,1066789,2043304,4239134,5160323,4283435,2194376,664960
2026-01-18,322218,1066818,2043511,4239092,5162568,4281423,2194365,664960
2026-01-19,322107,1066768,2043314,4238246,5156749,4287071,2196174,664960
2026-01-20,322128,1066601,2043059,4240483,5152587,4290339,2195688,664960
2026-01-21,322101,1066642,2042934,4239303,5147163,4288899,2196670,672530
2026-01-22,322153,1066751,2042935,4238461,5133612,4302214,2198080,672530
2026-01-23,322234,1066761,2043310,4238764,5127418,4309380,2196777,672530
2026-01-24,322254,1066857,2043355,4241038,5123885,4309789,2197813,672530
2026-01-25,322310,1066927,2043306,4242155,5125160,4308335,2197119,672530
2026-01-26,322292,1066928,2042897,4242552,5122120,4305069,2203833,672530
2026-01-27,322349,1067128,2042917,4241542,5121277,4305656,2205203,672530
2026-01-28,322385,1067219,2043029,4241356,5126088,4309609,2196727,672530
2026-01-29,322466,1067336,2043476,4242255,5116395,4315811,2199102,672530
2026-01-30,322646,1067499,2043321,4240621,5113105,4310784,2209243,672530
2026-01-31,322747,1067472,2043795,4241000,5109057,4319845,2197691,678569
2026-02-01,322804,1067404,2043309,4240536,5112038,4302896,2212989,678569
2026-02-02,322871,1067390,2042706,4238914,5102228,4308626,2219635,678569
2026-02-03,323026,1067603,2041275,4238977,5105693,4285013,2241186,678569
2026-02-04,323193,1067488,2041336,4236534,5100704,4281231,2252731,678569
2026-02-05,323305,1067394,2041334,4235307,5100751,4273957,2254122,686026
2026-02-06,323381,1067468,2039964,4227275,5095196,4287139,2256185,686026
2026-02-07,323570,1067973,2040826,4225886,5095053,4290531,2253277,686026
2026-02-08,323770,1068065,2041525,4225582,5090952,4285125,2272103,676541
2026-02-09,323844,1068205,2041155,4225653,5092343,4276586,2279868,676541
2026-02-10,324019,1068236,2041461,4223498,5084678,4291001,2275213,676541
2026-02-11,324178,1068367,2041975,4222884,5091015,4291587,2268573,676541
2026-02-12,324302,1068629,2042533,4224360,5085634,4294438,2269224,676541
2026-02-13,324467,1068929,2042656,4224305,5071074,4317822,2260364,676541
2026-02-14,324486,1069431,2043111,4223789,5069203,4320194,2259922,676541
2026-02-15,324590,1069672,2043407,4223853,5067868,4322347,2259008,676541
2026-02-16,324595,1069920,2043301,4223337,5084153,4307801,2258168,676541
2026-02-17,324693,1069977,2043666,4225089,5080300,4300389,2267671,676541
2026-02-18,324775,1070176,2043607,4224753,5094822,4284350,2269787,676541
2026-02-19,324855,1070242,2043610,4225614,5097565,4272151,2278768,676541
2026-02-20,325002,1070326,2044119,4226116,5102782,4256718,2273796,690912
2026-02-21,325061,1070529,2044671,4224947,5102966,4266281,2264781,690912
2026-02-22,325096,1070662,2044673,4224609,5105080,4254944,2274660,690912
2026-02-23,325190,1070813,2044295,4225689,5111935,4245645,2276648,690912
2026-02-24,325360,1070856,2044488,4224750,5111950,4246392,2276897,690912
2026-02-25,325460,1070976,2044260,4224025,5120078,4239668,2276732,690912
2026-02-26,325552,1071030,2043705,4223951,5134802,4229749,2272831,690912
2026-02-27,325655,1071150,2043753,4224155,5133170,4231624,2272341,690912
